comment,likes,time,author,clean_text,panjang_teks,jumlah_kata,sentimen,skor_sentimen,clean_topic,emotion,skor_emotion
"Negara yang kuat adalah negara yang bisa menjamin rakyatnya tidak lapar. Anggaran ratusan triliun memang besar, tapi sebanding dengan hasil yang akan kita petik 10-15 tahun ke depan: sumber daya manusia yang unggul dan sehat. Prioritas pemerintah saat ini sudah tepat, karena manusia adalah aset terpenting bangsa. Mari kita kawal bersama agar program mulia ini tepat sasaran dan bebas dari penyelewengan. Semangat membangun bangsa!",0,1 month ago,@narasi.negeri,"negara yang kuat adalah negara yang bisa menjamin rakyatnya tidak lapar. anggaran ratusan triliun memang besar, tapi sebanding dengan hasil yang akan kita petik 10 15 tahun ke depan sumber daya manusia yang unggul dan sehat. prioritas pemerintah saat ini sudah tepat, karena manusia adalah aset terpenting bangsa. mari kita kawal bersama agar program mulia ini tepat sasaran dan bebas dari penyelewengan. semangat membangun bangsa",430,65,positive,0.9869263172149658,negara kuat negara jamin rakyat lapar anggar ratus triliun memang besar banding hasil petik 10 15 tahun depan sumber daya manusia unggul sehat prioritas perintah tepat manusia aset penting bangsa kawal sama program mulia tepat sasar bebas seleweng semangat bangun bangsa,happy,0.7870661616325378
"Melihat skala program ini, Indonesia sedang melakukan intervensi ekonomi yang berani dan masif. Tantangan tata kelola pasti ada di setiap kebijakan besar, tapi itu bukan alasan untuk tidak melangkah. Justru dengan adanya MBG, kita dipaksa untuk memperkuat sistem logistik pangan dan koperasi kita. Jika ini berhasil, Indonesia akan punya ketahanan pangan yang sangat solid dari hulu ke hilir. Optimis program ini sukses!",0,1 month ago,@ruang.negeri,"melihat skala program ini, indonesia sedang melakukan intervensi ekonomi yang berani dan masif. tantangan tata kelola pasti ada di setiap kebijakan besar, tapi itu bukan alasan untuk tidak melangkah. justru dengan adanya mbg, kita dipaksa untuk memperkuat sistem logistik pangan dan koperasi kita. jika ini berhasil, indonesia akan punya ketahanan pangan yang sangat solid dari hulu ke hilir. optimis program ini sukses",419,62,positive,0.985595703125,lihat skala program ini indonesia sedang laku intervensi ekonomi berani masif tantang tata kelola bijak besar bukan alas lang justru ada mbg paksa kuat sistem logistik pangan koperasi kita hasil indonesia punya tahan pangan sangat solid hulu hilir optimis program sukses,happy,0.6959638595581055
"Hanya menguntungkan salah satu pihak dan tidak merata, sama aja, menyengsarakan rakyat. Solusi darimana nya",0,1 month ago,@AlfinShofiulUmam,"hanya menguntungkan salah satu pihak dan tidak merata, sama aja, menyengsarakan rakyat. solusi darimana nya",107,15,negative,0.9983230233192444,untung salah satu pihak rata sama aja sengsara rakyat solusi darimana,anger,0.7174919247627258
"​ @AlfinShofiulUmam membuka lapangan kerja, menyediakan gizi (memang belum merata, tapi bertahap), memutar roda ekonomi, menguntungkan petani/peternak (yg selama ini banyak yg miskin pastinya terbantu oleh program mbg), menyerap hasil bumi supaya menjaga harga jual, menyediakan ketahanan pangan di situasi krisis (contohnya seperti di sumatra), dll

Ironisnya, rakyat cenderung terus menyalahkan tanpa konteks yg jelas. Dikasih makan gratis, dibilang salah. Gk dikasih makan, malah banyak kelaparan. Puyeng kali jadi pemerintah",0,1 month ago,@aniferamedia,"membuka lapangan kerja, menyediakan gizi memang belum merata, tapi bertahap , memutar roda ekonomi, menguntungkan petani peternak yang selama ini banyak yang miskin pastinya terbantu oleh program mbg , menyerap hasil bumi supaya menjaga harga jual, menyediakan ketahanan pangan di situasi krisis contohnya seperti di sumatra , dll ironisnya, rakyat cenderung terus menyalahkan tanpa konteks yang jelas. dikasih makan gratis, dibilang salah. tidak dikasih makan, malah banyak kelaparan. puyeng kali jadi pemerintah",513,72,positive,0.6757089495658875,buka lapang kerja sedia gizi memang rata tahap  putar roda ekonomi untung tani ternak lama banyak miskin pasti bantu program mbg  serap hasil bumi jaga harga jual sedia tahan pangan situasi krisis contoh sumatra  ironis rakyat cenderung terus salah konteks jelas kasih makan gratis bilang salah kasih makan malah banyak lapar puyeng kali perintah,sadness,0.5184468626976013
"Terima kasih pemerintah atas program Makan Bergizi Gratis ini. Sebagai orang tua, kami sangat terbantu karena gizi anak di sekolah jadi lebih terjamin dan meringankan beban pengeluaran harian. Anak-anak jadi lebih semangat belajar dan konsentrasinya meningkat. Semoga program ini terus berjalan lancar dan pengawasannya diperketat agar kualitas makanannya tetap terjaga dengan baik. Maju terus Indonesia!",0,1 month ago,@sudut.negeri,"terima kasih pemerintah atas program makan bergizi gratis ini. sebagai orang tua, kami sangat terbantu karena gizi anak di sekolah jadi lebih terjamin dan meringankan beban pengeluaran harian. anak anak jadi lebih semangat belajar dan konsentrasinya meningkat. semoga program ini terus berjalan lancar dan pengawasannya diperketat agar kualitas makanannya tetap terjaga dengan baik. maju terus indonesia",403,56,positive,0.9963700771331787,terima kasih perintah atas program makan gizi gratis ini orang tua sangat bantu gizi anak sekolah lebih jamin ringan beban keluar hari anak anak lebih semangat ajar konsentrasi tingkat moga program terus jalan lancar awas ketat kualitas makan tetap jaga baik maju terus indonesia,happy,0.9560781717300415
"Sangat setuju kalau program ini jadi motor penggerak ekonomi rakyat. Bayangkan ribuan dapur SPPG menyerap jutaan tenaga kerja dan membeli bahan baku langsung dari petani dan peternak lokal. Ini adalah bentuk redistribusi ekonomi yang nyata, di mana uang negara langsung berputar di tingkat desa dan kecamatan. Petani kita punya kepastian pasar, dan ekonomi lokal pasti hidup kembali!",0,1 month ago,@catatan.negeri,"sangat setuju kalau program ini jadi motor penggerak ekonomi rakyat. bayangkan ribuan dapur satuan pelayanan pemenuhan gizi menyerap jutaan tenaga kerja dan membeli bahan baku langsung dari petani dan peternak lokal. ini adalah bentuk redistribusi ekonomi yang nyata, di mana uang negara langsung berputar di tingkat desa dan kecamatan. petani kita punya kepastian pasar, dan ekonomi lokal pasti hidup kembali",409,60,positive,0.9766792058944702,sangat tuju program motor gerak ekonomi rakyat bayang ribu dapur satu layan penuh gizi serap juta tenaga kerja beli bahan baku langsung tani ternak lokal bentuk redistribusi ekonomi nyata mana uang negara langsung putar tingkat desa camat tani punya pasti pasar ekonomi lokal hidup,happy,0.7407661080360413
"Program MBG adalah investasi jangka panjang yang sangat visioner. Kita tidak bisa bicara kualitas pendidikan jika anak-anak kita masih lapar atau kekurangan gizi (stunting). Memperbaiki gizi dari sekolah adalah fondasi utama untuk mencetak generasi emas 2045 yang produktif. Ini bukan sekadar bantuan sosial, tapi strategi besar untuk memutus rantai kemiskinan secara struktural. Dukung penuh keberlanjutan program ini!",0,1 month ago,@bicara.negeri,"program mbg adalah investasi jangka panjang yang sangat visioner. kita tidak bisa bicara kualitas pendidikan jika anak anak kita masih lapar atau kekurangan gizi stunting . memperbaiki gizi dari sekolah adalah fondasi utama untuk mencetak generasi emas 2045 yang produktif. ini bukan sekadar bantuan sosial, tapi strategi besar untuk memutus rantai kemiskinan secara struktural. dukung penuh keberlanjutan program ini",417,59,positive,0.9543819427490234,program mbg investasi jangka panjang sangat visioner bicara kualitas didik anak anak lapar kurang gizi stunting  baik gizi sekolah fondasi utama cetak generasi emas 2045 produktif bukan sekadar bantu sosial strategi besar putus rantai miskin struktural dukung penuh lanjut program,happy,0.6588355302810669
MBG bikin warung makan sepi . Banyak guru sekolah sekitar wilayah jadi gak pernah makan ditoko . Hadeuhhh …,0,1 month ago,@ramramrakaka,mbg bikin warung makan sepi . banyak guru sekolah sekitar wilayah jadi tidak pernah makan ditoko . hadeuhh,106,18,negative,0.9835011959075928,mbg bikin warung makan sepi  banyak guru sekolah wilayah pernah makan toko  hadeuhh,anger,0.3728128671646118
Relawan ganti jadi ormas jj,0,1 month ago,@thekingalucard8702,relawan ganti jadi ormas jj,27,5,neutral,0.9984819293022156,rawan ganti ormas jj,anger,0.6817788481712341
"Beban baru, semua aspek pendidikan, kesehatan dan lainnya di kesampingkan demi kelancaran BGN",1,1 month ago,@dimasa.p1394,"beban baru, semua aspek pendidikan, kesehatan dan lainnya di kesampingkan demi kelancaran badan gizi nasional",109,15,neutral,0.5152902603149414,beban baru semua aspek didik sehat lain samping lancar badan gizi nasional,sadness,0.45159682631492615
program mbg bikin pemborosan penguluran uang negara rakyat kecil yang kena dampaknya pajak di naikkan rakyat kecil menjerit paling enak jaman  nya bapak Harto rakyat makmur rakyat lebih tenang tidak jaman sekarang bikin rakyat sesangra,0,1 month ago,@MulYadi-rf6yv,program mbg bikin pemborosan penguluran uang negara rakyat kecil yang kena dampaknya pajak di naikkan rakyat kecil menjerit paling enak jaman nya bapak harto rakyat makmur rakyat lebih tenang tidak jaman sekarang bikin rakyat sesangra,234,35,negative,0.9672952890396118,program mbg bikin boros ulur uang negara rakyat kecil kena dampak pajak naik rakyat kecil jerit paling enak jaman bapak harto rakyat makmur rakyat lebih tenang jaman sekarang bikin rakyat sesangra,anger,0.9510521292686462
Jika ditanya kepada sepenerima tentang mbg.pasti siswa mengatakan sangat terima kasih.karena itu kan udah terseting.wqltu dn siapa yg datang untuk sidak.trm kasih,0,1 month ago,@SuheriLubis-t1q,jika ditanya kepada sepenerima tentang mbg.pasti siswa mengatakan sangat terima kasih.karena itu kan sudah terseting.wqltu dn siapa yang datang untuk sidak.trm kasih,165,22,positive,0.8452219367027283,tanya terima mbg pasti siswa kata sangat terima kasih karena ting wqltu dn siapa datang sidak trm kasih,happy,0.4861092269420624
mestinya mbg itu diadakan di daerah2 yang emang masih tinggi angka stuntingnya sesimpel itu J*****K,0,1 month ago,@ProjectLumiora,mestinya mbg itu diadakan di daerah2 yang memang masih tinggi angka stuntingnya sesimpel itu j k,96,16,negative,0.5724400281906128,mesti mbg ada daerah2 memang tinggi angka stuntingnya simpel j k,sadness,0.5160949230194092
Buang buang duit tapi nggak ada manfaatnya,0,1 month ago,@Dawer1243,buang buang duit tapi tidak ada manfaatnya,42,7,negative,0.9968371391296387,buang buang duit manfaat,anger,0.4514640271663666
"Program tak mmbawa kemajuan negara yg nyata,adanya, mbg hanya akan mnghancurkan negara yg tk mmbutuhkan wktu lama.",0,1 month ago,@ariwidodo8960,"program tidak mmbawa kemajuan negara yang nyata,adanya, mbg hanya akan mnghancurkan negara yang tk mmbutuhkan wktu lama.",120,17,negative,0.995925784111023,program mmbawa maju negara nyata ada mbg mnghancurkan negara tk mmbutuhkan wktu lama,anger,0.6649158000946045
Bubarkan ... Program Bikin tahi dan koropsi negara akan rapuh  uang negara akan banyak yg jadi kotoran,0,1 month ago,@IndartoIndarto-vx7fg,bubarkan ... program bikin tahi dan koropsi negara akan rapuh uang negara akan banyak yang jadi kotoran,103,17,negative,0.8406350612640381,bubar  program bikin tahi koropsi negara rapuh uang negara banyak kotor,anger,0.7165887951850891
Mbg program bagus libur masih di kasih jin yg makan yg ada bukan bergizi yg bergizi ya pejabatnya korupsi yg ada bukan bergizib,0,1 month ago,@answerhendra6786,mbg program bagus libur masih di kasih jin yang makan yang ada bukan bergizi yang bergizi ya pejabatnya korupsi yang ada bukan bergizib,135,23,negative,0.9982163310050964,mbg program bagus libur kasih jin makan bukan gizi gizi jabat korupsi bukan bergizib,anger,0.7791730165481567
"Kisah Nabi Sulaiman AS yang ingin memberi makan seluruh makhluk adalah pengajaran tentang kekuasaan Allah SWT yang mutlak atas rezeki. Meskipun Nabi Sulaiman telah menyiapkan makanan seperti gunung dengan bantuan jin dan manusia, seekor ikan raksasa mampu melahap semuanya dalam sekejap, menyadarkan beliau bahwa hanya Allah yang menjamin rezeki seluruh makhluk. 

Berikut poin-poin penting kisah tersebut:
Niat Syukur: Nabi Sulaiman AS, yang dikaruniai kekayaan dan kemampuan berbicara dengan hewan, berniat menjamu semua makhluk Allah selama satu hari sebagai rasa syukur.

Persiapan Besar: Beliau memerintahkan jin dan manusia untuk memasak makanan dalam jumlah raksasa yang membutuhkan waktu puluhan hari untuk menyiapkannya.

Ujian Ikan Raksasa: Saat jamuan dimulai di pinggir laut, seekor ikan paus raksasa keluar dan memakan semua persediaan makanan hingga habis dalam sekejap.

Ikan Belum Kenyang: Ikan tersebut mengatakan ia masih lapar dan mengungkapkan bahwa Allah memberinya makanan dalam jumlah tiga kali lipat dari yang disediakan Nabi Sulaiman setiap harinya.

Hikmah: Nabi Sulaiman bersujud mengakui kekuasaan Allah, menyadari bahwa tak ada manusia yang mampu menanggung rezeki makhluk-Nya, melainkan Allah semata.",0,1 month ago,@ainulandysudarmoko6232,"kisah nabi sulaiman as yang ingin memberi makan seluruh makhluk adalah pengajaran tentang kekuasaan allah swt yang mutlak atas rezeki. meskipun nabi sulaiman telah menyiapkan makanan seperti gunung dengan bantuan jin dan manusia, seekor ikan raksasa mampu melahap semuanya dalam sekejap, menyadarkan beliau bahwa hanya allah yang menjamin rezeki seluruh makhluk. berikut poin poin penting kisah tersebut niat syukur nabi sulaiman as, yang dikaruniai kekayaan dan kemampuan berbicara dengan hewan, berniat menjamu semua makhluk allah selama satu hari sebagai rasa syukur. persiapan besar beliau memerintahkan jin dan manusia untuk memasak makanan dalam jumlah raksasa yang membutuhkan waktu puluhan hari untuk menyiapkannya. ujian ikan raksasa saat jamuan dimulai di pinggir laut, seekor ikan paus raksasa keluar dan memakan semua persediaan makanan hingga habis dalam sekejap. ikan belum kenyang ikan tersebut mengatakan ia masih lapar dan mengungkapkan bahwa allah memberinya makanan dalam jumlah tiga kali lipat dari yang disediakan nabi sulaiman setiap harinya. hikmah nabi sulaiman bersujud mengakui kekuasaan allah, menyadari bahwa tidak ada manusia yang mampu menanggung rezeki makhluk nya, melainkan allah semata.",1220,172,positive,0.9518234729766846,kisah nabi sulaiman as beri makan seluruh makhluk ajar kuasa allah swt mutlak atas rezeki meski nabi sulaiman siap makan gunung bantu jin manusia ekor ikan raksasa mampu lahap semua kejap sadar beliau allah jamin rezeki seluruh makhluk ikut poin poin penting kisah sebut niat syukur nabi sulaiman as karunia kaya mampu bicara hewan niat jamu semua makhluk allah lama satu hari rasa syukur siap besar beliau perintah jin manusia masak makan jumlah raksasa butuh waktu puluh hari siap uji ikan raksasa jamu mulai pinggir laut ekor ikan paus raksasa keluar makan semua sedia makan hingga habis kejap ikan kenyang ikan sebut kata lapar ungkap allah beri makan jumlah tiga kali lipat sedia nabi sulaiman hari hikmah nabi sulaiman sujud aku kuasa allah sadar manusia mampu tanggung rezeki makhluk nya allah semata,happy,0.7648983597755432
MBG bermanfaat untuk peluang korupsi.,1,1 month ago,@jamilm1986,mbg bermanfaat untuk peluang korupsi.,37,5,negative,0.6629410982131958,mbg manfaat peluang korupsi,fear,0.3062877058982849
"Menurut keyakinan saya, mengapa progam MBG di utamakan bahkan yg mengakibatkan efisiensi anggaran ini terjadi, sekali lagi menurut keyakinan saya program ini di jadikan ladang untuk bekal di pemilu yg akan  datang, coba cek mayoritas pemilik dapur sppgnya.
Memang niat pemerintah untuk progam ini sudah sangat baik, namun niat baik tidaklah cukup kalo pelaksanaan operasionalnya belum atau bahkan jauh dri kata ""benar"".",0,1 month ago,@RereGan13,"menurut keyakinan saya, mengapa progam mbg di utamakan bahkan yang mengakibatkan efisiensi anggaran ini terjadi, sekali lagi menurut keyakinan saya program ini di jadikan ladang untuk bekal di pemilu yang akan datang, coba cek mayoritas pemilik dapur sppgnya. memang niat pemerintah untuk progam ini sudah sangat baik, namun niat baik tidaklah cukup kalau pelaksanaan operasionalnya belum atau bahkan jauh dri kata benar .",422,63,positive,0.7012414932250977,yakin saya progam mbg utama bahkan akibat efisiensi anggar jadi sekali yakin program jadi ladang bekal milu datang coba cek mayoritas milik dapur sppgnya memang niat perintah progam sangat baik niat baik tidak cukup laksana operasional bahkan jauh dri kata benar ,sadness,0.6118079423904419
"MBG= Susah lihat orang senang
TIPIKAL KARAKTER INDONESIA YAKNI CRAB MENTALITY!",0,1 month ago,@andersjan25,mbg susah lihat orang senang tipikal karakter indonesia yakni crab mentality,76,11,negative,0.9930543303489685,mbg susah lihat orang senang tipikal karakter indonesia crab mentality,sadness,0.42174533009529114
KembaLi ke jaman presiden Suharto jaman sekarang ini mbg gratis makan mbg gratis,0,1 month ago,@DickyLamongan,kembali ke jaman presiden suharto jaman sekarang ini mbg gratis makan mbg gratis,80,13,neutral,0.8005476593971252,jaman presiden suharto jaman sekarang mbg gratis makan mbg gratis,happy,0.4768840968608856
"Ternyata Aku dulu pilih Oresiden yang salah,",0,1 month ago,@egatanaka6730,"ternyata saya dulu pilih oresiden yang salah,",45,7,negative,0.9841133952140808,nyata dulu pilih oresiden salah,sadness,0.4990578293800354
"Boleh saja melanjutkan program mbg, tapi😊bg pantau dengan ketat agar program ini tidak di korupsi supaya makanannya lebih berkwalitas,",0,1 month ago,@HeriyandiHeriyandi-o5e,"boleh saja melanjutkan program mbg, tapi bg pantau dengan ketat agar program ini tidak di korupsi supaya makanannya lebih berkwalitas,",134,20,positive,0.7404687404632568,lanjut program mbg bg pantau ketat program korupsi makan lebih berkwalitas,happy,0.528702974319458
MBG untuk siapa? Untuk 2029 🥀🇮🇩,0,1 month ago,@ervanandre,mbg untuk siapa untuk 2029,26,5,neutral,0.9841927886009216,mbg siapa 2029,happy,0.5154904723167419
Maksut MBG memang bagus yg bikin jelek itu koruptor nya dan pengawasan nya,0,1 month ago,@arieffirmansyahguess8642,maksut mbg memang bagus yang bikin jelek itu koruptor nya dan pengawasan nya,76,13,positive,0.9008424282073975,maksut mbg memang bagus bikin jelek koruptor awas,anger,0.607968807220459
"“90% orang yang nonton ini… pasti klik…”

“Dan mereka bakal nyesel dalam 3 hari…”

“Kamu mau jadi 10% yang cerdas… atau 90% yang nyesel? cepetan klik aku”",0,1 month ago,@jedasejenak82,90% orang yang nonton ini pasti klik dan mereka bakal nyesel dalam 3 hari kamu mau jadi 10% yang cerdas atau 90% yang nyesel cepetan klik saya,142,27,negative,0.9935092329978943,90 orang nonton klik bakal nyesel 3 hari kamu mau 10 cerdas 90 nyesel cepetan klik,anger,0.5932226777076721
Klau memaksakan rkyt dusa2 nya harus di pertangug jawab.di akherat besuk,0,1 month ago,@yulianprastomo167,kalau memaksakan rkyt dusa2 nya harus di pertangug jawab.di akherat besuk,73,11,negative,0.9314642548561096,paksa rkyt dusa2 pertangug jawab di akherat besuk,fear,0.5586325526237488
Kami sebagae rkyt kecil sangat berat dengan adanya mbg ikonomi tmbh seret harga2 sembako tmbh mhal psr 2 tmbh sepi kami ngk setuju,0,1 month ago,@yulianprastomo167,kami sebagae rkyt kecil sangat berat dengan adanya mbg ikonomi tmbh seret harga2 sembako tmbh mhal psr 2 tmbh sepi kami ngk setuju,130,23,negative,0.9373148679733276,sebagae rkyt kecil sangat berat ada mbg ikonomi tmbh seret harga2 sembako tmbh mhal psr 2 tmbh sepi ngk tuju,sadness,0.7764061689376831
No King ... No King ...,0,1 month ago,@alexandergb1000,no king ... no king ...,23,6,negative,0.8724155426025391,no king  no king ,anger,0.48150634765625
Dapur mbg potong langsung jalur distribusi. Ibu saya pedagang ayam di pasar. Bikin harga ayam mahal dan sekarang sepi pembeli .,0,1 month ago,@Antasena007,dapur mbg potong langsung jalur distribusi. ibu saya pedagang ayam di pasar. bikin harga ayam mahal dan sekarang sepi pembeli .,127,21,negative,0.9323302507400513,dapur mbg potong langsung jalur distribusi ibu dagang ayam pasar bikin harga ayam mahal sekarang sepi beli ,sadness,0.5190227031707764
Mbg meneh mbg meneh teko bubarke nopo to .,0,1 month ago,@asrofi67w68,mbg meneh mbg meneh teko bubarke nopo to .,42,9,negative,0.9764363765716553,mbg teh mbg teh teko bubarke nopo to ,anger,0.9324876070022583
kaya belum makan aja ngomong nya,0,1 month ago,@AnsariRahman-Sr,kaya belum makan aja ngomong nya,32,6,negative,0.9972654581069946,kaya makan ngomong,anger,0.7034986615180969
"Initnya penerima mbg sengaja di naikkan jadi 83 juta orang karna semakin banyak penerima mbg, semakin cuan komplotan prabowo",0,1 month ago,@Hasannasbiiiii,"initnya penerima mbg sengaja di naikkan jadi 83 juta orang karna semakin banyak penerima mbg, semakin cuan komplotan prabowo",124,19,negative,0.9224602580070496,initnya terima mbg sengaja naik 83 juta orang karna makin banyak terima mbg makin cuan komplot prabowo,anger,0.5833253264427185
Wkwkw bekerja sama dengan pihak swasta atau timses pas kampanye min?😂,0,1 month ago,@Hasannasbiiiii,wkwkw bekerja sama dengan pihak swasta atau timses pas kampanye min,67,11,neutral,0.9662346839904785,wkwkw kerja sama pihak swasta timses pas kampanye min,happy,0.5615608096122742
MBG beban pemerintah.   Mana lestoran Sepi JD sppg .  Yg ad gudang kosong jdi dapur sppg,0,1 month ago,@arijamari2426,mbg beban pemerintah. mana lestoran sepi jadi satuan pelayanan pemenuhan gizi . yang ad gudang kosong jadi dapur satuan pelayanan pemenuhan gizi,144,22,negative,0.8603132963180542,mbg beban perintah mana lestoran sepi satu layan penuh gizi  ad gudang kosong dapur satu layan penuh gizi,sadness,0.5225436687469482
Manfaat pastinya adalah mengamankan suara dan posisi 2 periode yg di tanam sejak dini. Liciknya para pejabat demi ambisi menjadi mo 1,0,1 month ago,@demmygwarouw,manfaat pastinya adalah mengamankan suara dan posisi 2 periode yang di tanam sejak dini. liciknya para pejabat demi ambisi menjadi mo 1,135,22,positive,0.49385103583335876,manfaat pasti aman suara posisi 2 periode tanam sejak dini licik jabat ambisi jadi mo 1,happy,0.4806986153125763
Harus di lawan emang nih pemerintah sekarang 😂,0,1 month ago,@mandarachaturanga,harus di lawan memang ini pemerintah sekarang,45,7,negative,0.9989908337593079,lawan memang perintah sekarang,anger,0.7382882237434387
"MBG membangkrutkan usaha masyarakat kecil,memberi peluang pejabat korupsi ber jamakah.",3,1 month ago,@PakWasis-b8g,"mbg membangkrutkan usaha masyarakat kecil,memberi peluang pejabat korupsi ber jamakah.",86,10,negative,0.911657452583313,mbg bangkrut usaha masyarakat kecil beri peluang jabat korupsi ber jamakah,anger,0.6587048768997192
"■ MBG Menciptakan Lap Kerja & Gaji:

Tiap SPPG dibutuhkan 18-25 staf, dg gaji:
· Supervisor/Kepala Dapur: Rp4 - 7 juta
· Ahli Gizi & Akuntan: ± Rp5 juta 
· Juru Masak Utama: Rp3 - 5 juta
· Asisten Koki/Prep/Packing: Rp2 - 3,8 juta
· Driver/Petugas Distribusi: Rp2,5 - 4,5 juta
· Bagian Cuci & Sanitasi: Rp2 - 3 juta

--> Semuanya dikali x 24.000-an SPPG (Feb 2025)
--> inilah gaji yg diterima masyarakat/bln berkat program MBG

■ MBG Mensejahterakan Pedagang Sayur & Pasar Lokal:

Kebutuhan 1 SPPG untuk sekali masak (melayani ±3.000 penerima) sangat besar :

· Telur: 3.000 - 3.300 butir (disediakan 2 kali seminggu)
· Ayam: 350 ekor (setara 2,6 ton per bulan)
· Beras: 5 ton per bulan
· Sayur: 350 kg
· Susu: 450 liter

--> ini dikali 24.000-an SPPG, total.ada 61Jt-an penerima makanan MBG se-Indonesia (Feb 2025)

--> Dana yang beredar sangat besar. Sekitar 70% anggaran SPPG (Rp1 miliar/bulan) digunakan untuk belanja bahan baku, yang 95-99% bersumber dari produk pertanian lokal .

■ TESTIMONI:

• Kadin Indonesia mencatat sektor pertanian dan peternakan mengalami pertumbuhan berkat program ini.

• Kenaikan Harga Komoditas: Wali Kota Tangerang secara spesifik menyebut bahwa program MBG berkontribusi pada kenaikan harga komoditas seperti cabai, telur, dan ayam, yang secara langsung menguntungkan petani dan pedagang.

• Perubahan Kebiasaan: Petani yang sempat berhenti mulai menanam lagi karena ada jaminan pembelian, bahkan ada yang mengubah pola tanam untuk memenuhi permintaan SPPG.

• Pasar Pasti (Captive Market): 
Banyak SPPG yang memenuhi 85% kebutuhan pangannya dari radius terdekat.

• Pemasok Lokal: Setiap SPPG memberdayakan minimal 15 pemasok lokal, mulai dari petani sayur, pemasok telur, hingga distributor ayam .

■ KESIMPULAN:

• Program ini membuka lapangan kerja massal, terutama bagi warga lokal dan ibu rumah tangga, dengan pendapatan signifikan di atas rata-rata upah harian.

• Program ini mengubah SPPG menjadi ""denyut nadi ekonomi baru"" di tingkat desa, menciptakan ekosistem yang melibatkan petani, pedagang pasar, dan koperasi desa.",0,1 month ago,@adralia23,"mbg menciptakan lap kerja gaji tiap satuan pelayanan pemenuhan gizi dibutuhkan 18 25 staf, dengan gaji supervisor kepala dapur rp4 7 juta ahli gizi akuntan rp5 juta juru masak utama rp3 5 juta asisten koki prep packing rp2 3,8 juta driver petugas distribusi rp2,5 4,5 juta bagian cuci sanitasi rp2 3 juta semuanya dikali x 24.00 an satuan pelayanan pemenuhan gizi feb 2025 inilah gaji yang diterima masyarakat bln berkat program mbg mbg mensejahterakan pedagang sayur pasar lokal kebutuhan 1 satuan pelayanan pemenuhan gizi untuk sekali masak melayani 3.00 penerima sangat besar telur 3.00 3.300 butir disediakan 2 kali seminggu ayam 350 ekor setara 2,6 ton per bulan beras 5 ton per bulan sayur 350 kg susu 450 liter ini dikali 24.00 an sppg, total.ada 61 juta an penerima makanan mbg se indonesia feb 2025 dana yang beredar sangat besar. sekitar 70% anggaran satuan pelayanan pemenuhan gizi rp1 miliar bulan digunakan untuk belanja bahan baku, yang 95 99% bersumber dari produk pertanian lokal . testimoni kadin indonesia mencatat sektor pertanian dan peternakan mengalami pertumbuhan berkat program ini. kenaikan harga komoditas wali kota tangerang secara spesifik menyebut bahwa program mbg berkontribusi pada kenaikan harga komoditas seperti cabai, telur, dan ayam, yang secara langsung menguntungkan petani dan pedagang. perubahan kebiasaan petani yang sempat berhenti mulai menanam lagi karena ada jaminan pembelian, bahkan ada yang mengubah pola tanam untuk memenuhi permintaan sppg. pasar pasti captive market banyak satuan pelayanan pemenuhan gizi yang memenuhi 85% kebutuhan pangannya dari radius terdekat. pemasok lokal setiap satuan pelayanan pemenuhan gizi memberdayakan minimal 15 pemasok lokal, mulai dari petani sayur, pemasok telur, hingga distributor ayam . kesimpulan program ini membuka lapangan kerja massal, terutama bagi warga lokal dan ibu rumah tangga, dengan pendapatan signifikan di atas rata rata upah harian. program ini mengubah satuan pelayanan pemenuhan gizi menjadi denyut nadi ekonomi baru di tingkat desa, menciptakan ekosistem yang melibatkan petani, pedagang pasar, dan koperasi desa.",2122,317,neutral,0.8917677998542786,mbg cipta lap kerja gaji tiap satu layan penuh gizi butuh 18 25 staf gaji supervisor kepala dapur rp4 7 juta ahli gizi akuntan rp5 juta juru masak utama rp3 5 juta asisten koki prep packing rp2 3 8 juta driver tugas distribusi rp2 5 4 5 juta bagi cuci sanitasi rp2 3 juta semua kali x 24 00 an satu layan penuh gizi feb 2025 ini gaji terima masyarakat bln berkat program mbg mbg sejahtera dagang sayur pasar lokal butuh 1 satu layan penuh gizi sekali masak layan 3 00 terima sangat besar telur 3 00 3 300 butir sedia 2 kali minggu ayam 350 ekor tara 2 6 ton per bulan beras 5 ton per bulan sayur 350 kg susu 450 liter kali 24 00 an sppg total ada 61 juta an terima makan mbg se indonesia feb 2025 dana edar sangat besar 70 anggar satu layan penuh gizi rp1 miliar bulan guna belanja bahan baku 95 99 sumber produk tani lokal  testimoni kadin indonesia catat sektor tani terna alami tumbuh berkat program ini naik harga komoditas wali kota tangerang spesifik sebut program mbg kontribusi naik harga komoditas cabai telur ayam langsung untung tani dagang ubah biasa tani sempat henti mulai tanam jamin beli bahkan ubah pola tanam penuh minta sppg pasar captive market banyak satu layan penuh gizi penuh 85 butuh pangan radius dekat pasok lokal satu layan penuh gizi daya minimal 15 pasok lokal mulai tani sayur pasok telur hingga distributor ayam  simpul program buka lapang kerja massal utama warga lokal ibu rumah tangga dapat signifikan atas rata rata upah hari program ubah satu layan penuh gizi jadi denyut nadi ekonomi baru tingkat desa cipta ekosistem libat tani dagang pasar koperasi desa,sadness,0.6704399585723877
Itu yang dislike punya masalah apa sih?,0,1 month ago,@Dabedeedabedoo,itu yang dislike punya masalah apa sih,38,7,negative,0.9950254559516907,dislike punya masalah apa,anger,0.6282071471214294
