comment,likes,time,author
Itu yang dislike punya masalah apa sih?,0,1 month ago,@Dabedeedabedoo
SPPG ADALAH BISNIS PALING MENGUNTUNGKAN,0,1 month ago,@NurRachmat-kk2vl
"Padahal ada yg lebih penting daripada MBG, fasilitas gedung/ruang kelas di sekolah, fasilitas olahraga di sekolah2, juga gaji guru yg sangat tidak layak.",0,1 month ago,@muhammadrobby4428
"Bagus sih mbg secara ide tapi perlu di evaluasi dalam prakteknya. Ya dari pada buat infrastruktur gk jelas mending uangnya buat para petani, peternak dan nelayan.",3,1 month ago,@Gidek99
Program awal dari kehancuran negara Indonesia,0,1 month ago,@Angleramatiranborneo88
Tolol tunjukkan bukti klo mbg memotong dana anggaran  pendidikan,0,1 month ago,@wahyusuradichannel
Untuk pemerintah lah bukan untuk rakyat yg jelas yg kerja di mbg seperti karyawan mbg itu terlihat berkah karena ada diwaktu halal bihalal lusuh terlihat karena sepupu ku punya dapur mbg ada sih beberapa orang kerja di mbg tapi terlihat miskin saja nya karena mungkin gaji nya habis untuk ee seperti nya betul mbg tidak berkah itu fakta wajah di banding yg juallan ranginang 🤣🤣🤣🤣🤣😂😂😂😂🎉🎉🎉,0,1 month ago,@imassuryati8471
Beban Negara,0,1 month ago,@aji_ardianto
Aku yakin mbg tidak bisa ngurangi anak setanting,0,1 month ago,@yadikento3648
Bubarkan MBG,0,1 month ago,@hadiarianto4013
Sudah benar kita masuk surga jalur warga Indonesia yg terdzolimi negara,0,1 month ago,@setyokoaris
"Mbg buang2 duit TDK ada manpa,atnya mengeruk APBN",0,1 month ago,@ailanajwa-d5u
Masa,0,1 month ago,@ailanajwa-d5u
MBG adalah Program Bagus dan Harus di Lanjutkan,0,1 month ago,@tan98938
"MBG untuk rakyat lah..............
hanya yang sirik yang minta MBG dihentikan.
Jajanan anak sekarang; bakso 5-10 ribu, cilor, semprol, dll 5 ribu.
banyak anak yang ga sarapan, dan ga juga punya uang untuk jajan.

MBG? nasi saja paling tidak 3 ribu, plus lauk, buah susu, anggap 9-10 ribu.
Anak sekarang bisa makan, dan fakta yang jajan pun banyak mengurangi jajanan.
Dulu anak ku sering mengeluh ga ada nasi di sekolah, sementara harus pulang setiap hari jam 14:30.
Sekarang, merasa tenang, karena ada MBG.

Btw, Celios sudah melakukan survey sendiri tentang MBG, Hasil nya 81.3% masyarakat mendukung program MBG.",0,1 month ago (edited),@muhamadfaizal2991
Jelas untuk dirinya sendiri dan keluarganya,1,1 month ago,@alfian_93
"Enak kali gratis,,,,,itu uang hasil pajak seluruh rakyat indonesia......",0,1 month ago,@ekosusilo3023
Beban rakyat,0,1 month ago,@feryirawan9018
"Program memuakan, merampok uang negara buat korupsi berprogram dan berjemaah, biadab, zolim, kurang ajar",0,1 month ago,@akhmaduthan9912
"Negara lain pusing subsidi indo foya"" 🤟",0,1 month ago,@wawanlistanto5607
"Hasil nya diukur sukses tidaknya cuma dari jumlah porsi makanan yang dibagikan, jumlah dapur yang dibangun dan jumlah dana pemerintah yang dikeluarjan. Tidak ada ukuran lain. Tidak sesuai dengan tujuan yang dipakai alasan di laksanakannya program ini, menghilangkan stunting. Hilangnya stunting itu nggak bisa diukur.",0,1 month ago,@RoyIndrasyah
"Rumahku sebelahan ma MBG, jadi sedikit banyak tau ""rahasia dapur""nya.
1. Kepemilikan MBG kebanyakan dimiliki anggota keluarga pejabat, kalo bukan, maka bakal susah daftarnya.
2. Sekarang banyak dapur yang yang mulai makin sikut karena makin banyak porsi makin gede bayarannya.
3. Distribusi jelek
4. Banyak makanan kebuang
5. Banyak bahan makanan masuk ke relawan

Sebenernya ada lebih banyak lagi",0,1 month ago,@rakabcahthekill4666
"Jujur programnya sangat-sangat bagus cuma pengelolaannya tidak jelas, apalagi di desa-desa, giliran disuarakan malah di intimidasi atau bahkan di kriminalisasi oleh pengelola dari tingkat desa, kabupaten bahkan nasional.",0,1 month ago,@cholee8673
Mbg dihapus kan tidak bisa koropsi maka tetap ngotot dijalankan 4:22  sampai negara ini mau dijual,0,1 month ago,@CahyaSaputra-c7t
"Infografis Keracunan Makanan Massal MBG yang Riil 2026

A. Metode Perhitungan Tingkat Keracunan yang Benar Berbasis Prinsip Epidemiologi

Data yang digunakan:

a. Total penerima MBG 2026= 60, 2 juta anak (Kompas, 13 Februari 2026).

b. Jumlah anak keracunan makanan MBG (jumlah anak sakit) = 28.000 anak (Kontan, 13 Februari 2026).

Ditanya:  Attack Rate per Individu (versi Epidemiologi)? 1 dari berapa anak yang mengalami keracunan?

Dijawab: 

Rumus Standar:

 Attack Rate per Individu (Anak) = Jumlah anak keracunan makanan MBG ÷ jumlah anak terekspos (total penerima MBG) x 100

Proses perhitungan:

Attack rate per individu (%) = 28.000 ÷ 
60.200.000 x 100

Attack rate per individu  (%) = 0,0465%

Interpretasi:

a. Angka attack rate per individu sekitar 0,0465%, yang berarti sekitar 1 dari setiap 2.150 anak penerima MBG mengalami keracunan makanan (dihitung dengan 60.200.000 ÷ 28.000 = 2.150).

b. Metode ini valid dan diakui secara internasional dalam bidang epidemiologi, karena fokus pada unit individu yang menjadi target utama program.

c. Meskipun persentase terlihat kecil, angka ini sangat signifikan karena menyangkut keselamatan dan kesehatan jutaan anak di seluruh Indonesia.

B. Perhitungan yang Dinyatakan Presiden dalam Konteks Program MBG

Masalah Utama:

Presiden membandingkan jumlah kasus keracunan dengan jumlah porsi makanan, bukan jumlah penerima individu.

Data yang digunakan:

a. Jumlah kasus keracunan MBG= 28.000 (Kontan, 13 Februari 2026).

Jumlah porsi MBG= 4,5 miliar (Pernyataan Presiden Prabowo Subianto, 13 Februari 2026).

Rumus yang digunakan:

Attack Rate per Porsi (%) = Jumlah kasus keracunan ÷ jumlah porsi x 100

Proses Perhitungan:

28.000 ÷ 4.500.000.000 x 100 = 0,0006%

Interpretasi:

a. Secara perhitungan matematika tidak terdapat kesalahan, namun tidak sesuai dengan prinsip kesehatan masyarakat. Sebab, satu anak penerima MBG dapat mengonsumsi lebih dari 250 porsi makanan dalam setahun, sehingga satu individu bisa terhitung berkali-kali dalam perhitungan berbasis porsi.

b. Pendekatan ini cenderung mengurangi persepsi risiko yang sebenarnya dialami oleh setiap anak, sehingga sulit untuk mengidentifikasi dampak kesehatan secara langsung pada populasi target program.

Gambaran Risiko yang Sebenarnya (Insight Kunci)
 
a. Menghitung attack rate per individu lebih tepat dan relevan untuk mengevaluasi risiko kesehatan masyarakat, karena mengukur dampak pada unit yang menjadi fokus intervensi.

b. Penggunaan porsi sebagai pembagi dalam perhitungan cenderung mengecilkan skala masalah keracunan, yang berpotensi menghambat langkah-langkah pengawasan kualitas dan perbaikan sistem yang lebih ketat di lapangan.

Rekomendasi Kebijakan yang Komprehensif
 
1. Standarisasi Metode Pengukuran Risiko
 
Menetapkan attack rate per individu sebagai metrik utama dalam pelaporan perkembangan program MBG, agar konsisten dengan standar epidemiologi global dan memberikan gambaran akurat tentang dampak kesehatan pada anak-anak. Data yang dilaporkan harus mencakup distribusi kasus per wilayah dan kelompok usia untuk memudahkan identifikasi titik rawan.
 
2. Evaluasi Akar Penyebab Kasus Keracunan
 
Melaksanakan penyelidikan menyeluruh terhadap setiap kasus keracunan, mencakup:
 
a) Pemeriksaan mutu bahan baku mulai dari sumber produksi hingga kedatangan di dapur SPPG

b) Evaluasi proses pengolahan, penyimpanan, dan distribusi makanan di Satuan Pelayanan Pemenuhan Gizi (SPPG)

c)  Audit sistem rantai pasokan dan efektivitas pengawasan yang sudah berjalan

d) Tujuan utama: Mengatasi faktor risiko secara menyeluruh dan mencapai target zero error dalam 12 bulan ke depan
 
3. Peningkatan Transparansi Data dan Komunikasi Publik
 
a) Memberikan laporan berkala (bulanan) kepada masyarakat tentang jumlah penerima, distribusi kasus keracunan per provinsi/kabupaten, dan langkah-langkah perbaikan yang dilakukan.

b) Menyelenggarakan rapat informasi publik secara berkala untuk menjelaskan perbedaan antara perhitungan risiko per individu dan per porsi, serta menjawab pertanyaan dari masyarakat.

c) Membuat dashboard data MBG yang dapat diakses secara terbuka oleh publik untuk memastikan akuntabilitas.
 
4. Penguatan Sistem Pengawasan dan Mutu
 
a) Meningkatkan frekuensi pemantauan terhadap seluruh SPPG menjadi minimal 2-3 kali per minggu.

b) Memberikan pelatihan berkelanjutan kepada operator dapur, penjamah makanan, dan petugas terkait tentang standar keamanan pangan dan praktik higiene yang baik.

c) Melakukan verifikasi berkala terhadap pemasok bahan baku dan menetapkan daftar pemasok terpercaya yang memiliki sertifikasi mutu.

d) Menegakkan penerapan standar operasional prosedur (SOP) keamanan pangan dengan membuat checklist inspeksi yang jelas dan terukur.
 
5. Sinkronisasi Tujuan Program yang Seimbang
 
Memastikan bahwa tujuan utama peningkatan status gizi anak dan dampak positif terhadap ekonomi desa (melalui penyerapan tenaga kerja dan pasar terjamin bagi petani/nelayan) tidak mengorbankan aspek keamanan pangan, dengan langkah:
 
a) Mengalokasikan minimal 15% dari anggaran total MBG untuk pengawasan mutu dan keamanan pangan

b) Menyusun peta jalan sinergi antara program gizi dan program ekonomi desa

c) Membentuk tim koordinasi lintas sektor (Kementerian Kesehatan, Kementerian Pertanian, Kementerian Pendidikan) untuk memastikan sinkronisasi program
 
6. Pemanfaatan Infrastruktur Kesehatan yang Ada Sebagai Pengawas Lapangan
 
Menetapkan Puskesmas dan Posyandu sebagai pihak pengawas lapangan resmi untuk dapur-dapur SPPG-MBG. Kedua lembaga ini merupakan infrastruktur negara yang sudah terbentuk sejak lama, teruji keandalan, tersebar merata hingga pelosok daerah, dan memiliki kapasitas yang mumpuni dalam surveilans kesehatan, inspeksi sanitasi, serta merespons Kejadian Luar Biasa (KLB). Pemanfaatan infrastruktur yang ada juga dapat mencegah munculnya struktur kemitraan baru yang berpotensi menyediakan ruang bagi praktik pencarian rente dalam jaringan patronase.
 
a. Peran Puskesmas:
 
1. Melakukan inspeksi sanitasi dan keamanan pangan secara rutin dan melekat, minimal 2-3 kali per minggu, termasuk selama jam produksi dini hari untuk memastikan kepatuhan pada proses produksi

2. Memeriksa pola memasak, suhu penyimpanan bahan baku dan makanan jadi, serta jalur distribusi makanan ke sekolah

3. Melakukan uji cepat (organoleptik, uji keamanan dasar harian) di lokasi SPPG dan sekolah, dengan laporan digital real-time yang terintegrasi ke dashboard Badan Gizi Nasional (BGN)

4. Membina dan melaksanakan tes kesehatan berkala bagi penjamah makanan, memantau kondisi kesehatan penerima MBG, serta memberikan perawatan medis awal pada kasus keracunan

5. Menyusun laporan evaluasi bulanan untuk Dinas Kesehatan Kabupaten/Kota, serta melakukan pendidikan dan penyuluhan tentang gizi seimbang dan kehigienesan kepada operator SPPG dan masyarakat

6. Membantu memantau penerimaan dan konsumsi makanan MBG, terutama di sekolah dasar pedesaan yang memiliki akses terbatas terhadap fasilitas kesehatan
 
b. Peran Posyandu:
 
1. Bertindak sebagai pemantau distribusi MBG untuk kelompok non-sekolah (balita, ibu hamil, dan ibu menyusui)

2. Memberikan pendidikan dasar tentang higiene makanan dan gizi kepada orang tua peserta MBG

3. Menjadi saluran komunikasi cepat untuk melaporkan tanda-tanda keracunan atau Kejadian Luar Biasa (KLB) ke Puskesmas terkait

4. Petugas Posyandu akan mendapatkan pelatihan khusus tentang standar keamanan pangan MBG dan cara melakukan pemantauan yang efektif
 
Kolaborasi dan Dukungan yang Diperlukan:

Kolaborasi Puskesmas, Posyandu, dan SPPG-MBG membentuk rantai pemantauan berlapis yang mencakup empat pilar utama:
 
1. Pemeriksaan Administratif: Verifikasi sertifikasi, dokumentasi proses produksi, dan catatan mutu bahan baku.

2. Pemeriksaan Lapangan: Penilaian kebersihan lingkungan, sanitasi peralatan, dan praktik kerja operator.

3. Pendidikan Masyarakat: Sosialisasi pentingnya keamanan pangan dan perilaku hidup bersih dan sehat.

4. Sanksi dan Tindakan Korektif: Penonaktifan sementara atau permanen SPPG yang tidak mematuhi standar inspeksi, serta pendampingan untuk perbaikan sistem.
 
Untuk mendukung kolaborasi ini:
 
1. Diperlukan penambahan 2-4 tenaga medis khusus per puskesmas yang fokus menangani program MBG.

2. Dialokasikan anggaran bersama antara pemerintah pusat dan daerah untuk biaya operasional, pelatihan, dan peralatan inspeksi.

3. Melakukan revisi pedoman teknis dan peraturan terkait MBG agar mengakomodasi peran Puskesmas dan Posyandu sebagai pengawas lapangan.
 
Catatan Penting tentang Sertifikasi:

Meskipun Surat Edaran Kementerian Kesehatan HK.02.02/C.I/4202/2025 mewajibkan Sertifikat Laik Higiene Sanitasi (SLHS) sebagai syarat operasional, sertifikat ini hanya menjadi standar hukum minimum dan tidak menjamin keamanan pangan mutlak. Program MBG harus menerapkan prinsip ""keamanan pangan sebagai prioritas utama"" tanpa mencari keuntungan di setiap tingkatan implementasi. Selain itu, perlu diantisipasi risiko penyalahgunaan proses sertifikasi yang dapat menjadi ladang korupsi, seperti kasus yang pernah terjadi terkait pemerasan sertifikat K3. Oleh karena itu, proses sertifikasi harus dilakukan secara transparan dengan pengawasan independen dan mekanisme pengaduan yang mudah diakses oleh masyarakat.
 
Kesimpulan
 
Program MBG memiliki potensi besar untuk meningkatkan status gizi anak dan mendorong ekonomi desa. Namun, keamanan pangan harus menjadi prioritas utama yang tidak dapat dikorbankan. Dengan menerapkan metode pengukuran yang tepat, memperkuat sistem pengawasan melalui infrastruktur yang sudah ada, dan menjaga transparansi serta akuntabilitas, program ini dapat berjalan efektif dan aman bagi jutaan anak Indonesia.",0,1 month ago,@rafaelmanalu5926
"Banyak rakyat yang tidak butuh MBG, tetapi pekerja yang ngotot harus MBG?. Korupsi tersistematis",0,1 month ago,@ciris4181
Program MBG.buat orang kaya bukan orang miskin oy. Berapa ratus triliun ini proyek musafir meninggal jaman nya jokowi dulu ada bantuan langsung dari buat MBG.mendinggan buat kesehatan sama pendidikan dan perumahan.,0,1 month ago,@PupuSupriyatman
Pak Mbg gak merata sekolah anaku juga ga dapat sekolah lain pada dapat saya dari kota Blitar pak 😢,0,1 month ago,@temancerita4572
"Progam kalau tidak ada riset nya ya amburadul. 
Indonesia memiliki presiden yang salah.",0,1 month ago,@JalaludinRumi-j6n
"Pak Presiden : MBG untuk mengatasi stunting, lebih baik dana utk makan anak daripada di korupsi

Saya : Daripada Dana ratusan triliun perhari dikorupsi mending tak kasih Asupan bergizi untuk semua ibu Hamil kalangan menengah ke bawah full sampai lahir. Jika Dana tersebut masih sisa akan ku buat pengadaan fasilitas, program pendidikan sekolah rakyat yang visioner, modern disertai program karakter dan agama yang kuat.

Itulah jalan menuju cita"" SDM bangsa unggul tanpa doyan korupsi",0,1 month ago,@Mr.Zee27
"Program MBG kacau alias amburadul.👋
Kualitas makanannya parah.😊
STOP MBG!🙏
Cuma buang2 duit APBN.🤑",0,1 month ago,@loinggrit8702
Ini rasio aja ! Siapa yg dkt dgn lemari itulah yg mdpt mamfaat nya !,0,1 month ago,@MNasir-w8p
rakyat indonesia banyak yang miskin,0,1 month ago,@juliekenatipuoktamamatjuliecha
mbg bagus kok demi allah tapi lebih bagus kuliah gratis  juga ada,0,1 month ago,@juliekenatipuoktamamatjuliecha
Untuk anak saya,0,1 month ago,@ilukanwar2553
MBG ITU PROGRAM KORUPSI PENDUKUNGNYA WOWO-JOKOWI; GANTI REJIM WAJIB DITANGKAP &ADILI -HUKUM BERAT,0,1 month ago,@tenjobertani3347
Mana ada korupsi kalau ada pasti ditangkap,0,1 month ago,@ongkekandarjo
"Sama aja kayak APBN dibagikan rutin tiap bulan buat para pemilik dapur sppg beserta 1,65 karyawan MBG. Produk dari program MBG yang seharusnya jadi fokus malah cuma formalitas seadanya aja",0,1 month ago (edited),@ttt.217
"Faktanya gara-gara ada MBG harga bahan pangan pokok jadi naik karena permintaan dipasar juga naik, masyarakat kalangan menengah kebawah yang paling merasakan dampak negatif adanya program MBG",0,1 month ago,@ttt.217
Bisnis golongan tertentu..,0,1 month ago,@herymansusilo900
Triliun rupiah berakhir di septitank,1,1 month ago,@sofiarival4656
MBG yang jelas nggak ada manfaat sama sekali buat rakyat ini program biadap bikinan jokowi cuma menguntungkan para maling dan bajingan dan merugikan negara 300 triliun tiap tahun kenapa nggak di bubarkan apakakh pemerintah dan presiden nya benar benar sudah gila kok malah bangga mroduksi Maling Bergizi  dungguh menjijikan kelakuan para pejabat dan penguasa yang mendzalimi rakyat,0,1 month ago,@mr.combat774
Ini program tidak NGOTAK!,0,1 month ago,@ahlanbick3418
Kasihan ya masyarakat harus terbebani utang negara karena kebijakan pemimpin,0,1 month ago,@rafelbokur11
"Bagaimana masyarakat tau soal buka nya MBG, sedangkan pada saat ini saya sekolah tidak ada mbg yang di salurkan, padahal minggu lalu sempat di liburkan 5 hari, negara hemat beberapa T, bayangkan 1 hari mereka untung  tanpa mengasih timbal balik ke siswa",0,1 month ago,@rafelbokur11
"Wooo kamu itu aadar gk, yg mejadikan kamu prwsiden itu rakyat, tp kenapa kamu tuli dngan keluhan rkyat?",0,1 month ago,@RAFFI._.EXEBOY
Hapus aja PK Prabowo,0,1 month ago,@SitiAzhar12-tv2hr
Presiden hrs turun tangkap pelaku yg korupsi progam bgs TPI d korup BKN otak manusia,0,1 month ago,@AyundaAfareen
"Gua lebih ridho duit pajak gua buat bangun infrastruktur, kaya pas jaman pria solo, ada trans-jawa, mrt, lrt, bendungan, belum pemerataan harga bbm di seluruh negeri, mangkanya gua rajin bayar pajak, tapi semenjak jaman ini, ada MBG, yang menurut gua itu jelas² itu proyek bagi² hasil ke pendukungnya dan mencari pendukung baru untuk pilpres 2029, karena sejatinya rakyat itu lebih suka di kasih makan yang ijo ijo dibandingkan dengan dikasih makan infrastruktur😂😂",1,1 month ago,@fernandaauzriel5707
"Batasi MBG hanya untuk Daerah 3T saja (Tertinggal, Terdepan dan Terluar) maka otomatis uang APBN bisa dihemat banyak tidak sampai 300 Triliun lebih...",0,1 month ago,@muhammadafriansyah9700
"Biar negara bangkrut yg penting program tetap jalan,tidak usah peduli rakyat",1,1 month ago,@ibumasri7085
MBG UNTUK PARA ELIT !!..,0,1 month ago,@agisadi2806
"jangan dilupakan bahwa MBG itu sistem nya semua modal awal di tanggung mitra dengan arti memang untuk beberapa orang mampu untuk menerima syarat itu, bukan berarti hanya orang yang memiliki relasi. jadi mohon di revisi untuk pernyataan nya. kalau untuk masalah permintaan berapa kuota nah itu saya baru setuju, karena rata rata memang menggunakan relasi. kok bisa? ya tergantung sudut pandang, kalau relasi nya antar sekolah ya sebagai asas kepercayaan kualitas, tapi kalau di luar itu ya asas bagi bagi hasil.",0,1 month ago,@saifulilmi6302
Ngomu juga dapet dana asing kah ?,0,1 month ago,@sulanisulani-k1n
"Sebagus apapun program pemerintah tetap akan berakhir buruk, sebab yg menjalankan programnya kebanyakan bajingan yang hanya ganti warna..",0,2 months ago,@bentolalala
"Presiden ganpunya program kerja sm sekali , hanya MBG, itu juga proyek titipan Jokowi, Presiden Slalu dpt menerima laporan palsu, tdk sm dgn kejadian di lapangan dri dapur ke dapur, presiden Slalu di zbohongin terus dlm laporan kepsla BGN
kly presiden di Bohongin Terus sm Bawahan itu nm nya pembofohan pelecehan penghinaan terhdp presiden,
MEGA PROYEK SENGAJA DI BENTUK HANYANUTK AJANG KORUPSI,
MBG LADANG KORUPSI YG HRS DI BUBARKAN DI STOP",0,2 months ago,@Sabarulloh-v4j
"Sebenarnya MBG seharusnya cukup hanya untuk bumil hingga balita agar cukup pemenuhan gizi  untuk pencegahan stunting, untuk sd hingga sma di stop dialihkan untuk kebutuhan pendidikan seperti fasilitas sekolah dan kelayakan guru² non pns",0,2 months ago,@saiduntrojan
"PEMERINTAHAN BUSUK !
ANTI KRITIK !
JABATAN TAK SESUAI DGN KEMAPUAN DAN OTAK YANG MINIMUM !
BEBEREPA KALI NYALON GAGAL, SEKALINYA JADI PRESIDEN MALAH TAMBAG GAGAL😂",0,2 months ago,@alhamdulillah-i6j
"Saya bukan mengajak berprasangka buruk, tpi kita sbg masyarakat sipil melihat program negara jgn terlalu polos😅",0,2 months ago,@androidxplaystation4006
"Saya bukan mengajak berprasangka buruk, tpi kita sbg masyarakat sipil melihat program negara jgn terlalu polos😅",0,2 months ago,@androidxplaystation4006
"trus tambahan, untuk masalah independensi pangan memang adalah salah satu tujuan akhir pemerintah. kalau mau swasembada memang hal tersebut harus di  kontrol oleh negara (kontrol yang baik).",0,1 month ago,@saifulilmi6302
"trus tambahan lagi, untuk masalah memotong anggaran pendidikan, beberapa hari lalu ada informasi dari pemerintah pusat bahwa itu sama sekali tidak benar. jika dari statement tersebut benar maka memang tidak ada pemotongan namun pemerintaah memiliki anggaran besar yang tersimpan dan secara tiba tiba di gunakan untuk MBG. dan dalam program ini memang berkaitan dengan pendidikan menurut pemerintah pusat. dengan arti MBG dan Pendidikan Adalah kesatuan namun fokus utama nya berbeda.",0,1 month ago,@saifulilmi6302
"Jelas2 ini program salah gak bermutu dan gak jelas ,,   yg bisa menyetop ini cuma rakyat , ketika rakyat sudah bersuara dan tidak di dengar2 , pasti ada harinya rakyat akan turun karna udah muak dengan kebodohan ini",0,2 months ago,@tryanbillalbillal4887
Next nya ada KDMP yg akan nyuplai ke SPPG bisinis nya Muter di kingkungan nya sendiri 😂,0,2 months ago,@basitprabu7324
Lebih tepatnya program maling,0,2 months ago,@rioalvian1331
"Menurut gw bukan skala prioritas, tapi masalah teknis yang harus matang sehingga distribusi bisa sesuai tujuan awal.

Lanjutkan MBG",1,2 months ago,@dismaadisurya
"DPR kerja santai santai gaji gila gila'an, Konoha konoha, kesejahteraan rakyat hanya omon omon",0,2 months ago,@andiemwl1992
Penguasa uzhur brkata MBG itu inpestasi .... 😂😂,0,2 months ago,@sitimisyati8677
Kan. Tr. Lanjut. Ke. Enakan. Koropsi. Br. Jamaah... Koplak,0,2 months ago,@aguszandra12
"Sebenarnya sedari awal sudah keluar jalur dari tujuan. Tujuan presiden nengatakan untuk menghindari stunting, sedangkan mbg malah diberikan untuk seluruh kalangan bukan yang sedang benar-benar membutuhkan",0,2 months ago,@telorajaib5662
"kalo mau tau mbg bermanfaat atau cuma bisnis ya liat aja tu kepala BGN, mukanya aja ijo",0,2 months ago,@caturgunawan87
"Mbg gak ada manfaat buat negara ,, dan rakyat bnyak yg nyari duit.. hanya ngabisin uang negara tanpa keuntungan.. kayak lo punya perusahaan tapi keuntunganya hanya buat makan.. gak ada timbal balik buat perusaan",0,2 months ago,@akasachannel2784
"Dan gara2 program ini investor pada kabur, harga pokok melambung, kita pedagang kecil sangat terdampak, paling parahnya anggarannya di korupsi dapur2 di daerah, parah",0,2 months ago,@GensyDorwell-m3s
Mbg asuuuu,0,2 months ago,@Riskun-z9q
program goblok berjamaah. krn lum siap tp d paksakan,0,2 months ago,@alvionitalee1307
Dari awal gua g se7 dengn adanya MBG krna cuma menmbh ruang korupsi baru buat orang2 nakal.....fkta yg sampai keurid2 cuma 6ribu rupiah mau brgizi gmnaaa uang 6ribu rupiah....dh gtu pemerinth mrsa jd phlawan ngasih mkn sehari skli aj...emak gua dari orok ngasih gua mkn sehari3kli kg bgtu2 amt suaranya.,0,2 months ago,@hendrapermana355
"MBG adalah proyek yang sangat-sangat dipaksakan oleh penguasa karena terlanjur menjadi janji kampanye pilpres kemarin. Apa pun akan dikorbankan demi proyek ambisius presiden. Kendati fakta di lapangan program MBG ini sama sekali tidak berfaedah dan cenderung menjadi lahan korupsi besar-besaran.
Aksi menghambur-hamburkan uang rakyat ini sangat merugikan APBN dan sangat banyak kerugian yang diakibatkan oleh program abal-abal ini.
Rezim ini terlalu bobrok !",0,2 months ago,@Soegale
Menyala Presidenku ❤❤❤,0,2 months ago,@dhizfamilycamp
"Anak ga minta,, dianggap smua miskin.. akhirnya 2030 makanan dikontrol bill gates,,,hrus mau makan daging sintetis",1,2 months ago,@morisnaga9847
"ki looo nii looo presiden tua klo di beri  ingatan yaa jawab nya mbg ada uang itu uang siapaaa 
giiilaaa 
gono kuwii kok wani nya  akan mendamaikan itan as wong dianya prabowo ikutan as  yaa ndak mungkin tooo",0,2 months ago,@rasyiidahayu4504
"3:31 
Pemerintah Presiden Prabowo Subianto resmi menaikkan Harga Pembelian Pemerintah (HPP) gabah kering panen (GKP) tingkat petani menjadi Rp6.500 per kilogram, berlaku efektif mulai 15 Januari 2025. Kebijakan ini bertujuan melindungi pendapatan petani agar tidak merugi, meningkatkan kesejahteraan, dan memperkuat kedaulatan pangan nasional.",0,2 months ago,@valentinoaldriansidabutar6191
cukup satu periode,0,2 months ago,@HenryBakry
"Jangan sampai kita memberi makan anak-anak hari ini, tapi mengorbankan kualitas universitas atau laboratorium tempat mereka akan bekerja di masa depan. Anggaran harus tetap menjamin porsi besar untuk R&D (Research & Development) agar kita tidak hanya menjadi pasar, tapi menjadi produsen teknologi.",0,2 months ago,@gunturdwipurwanto2087
Semoga para penghiat semua rezim segera mendapat balasan serimpal azab yg mengenaskan kasian selueu.ekyat hidup sengsara,0,2 months ago,@ChuriatiRochma-cy4vy
Mantaaap MBG harus dilanjutkan menampung pekerjaan dan mengurangi stunting gizi anak tanpa banyak teori,0,2 months ago,@Popor.
"HATI HATI  INI YG PUNYA CHANEL KALAU KELUAR RUMAH BUNGKUS MUKA PAKE KRESEK MBG
NANTI ADA YG NYIRAM AIR MANI LAGI DI JALAN,",0,2 months ago,@up.vlog76
"Coba 30 tahun yg lalu sudah ada MBG, nga kebayang skrng seperti apa. Dulu sarapan iya kalo ada. Kalo ada itu pun nasi campur air garam, makan singkong, makan pisang rebus. Blm tentu siang bisa makan. Bersyukur buat ank2 skrng dikasih makan gratis sama pemerintah.",0,2 months ago,@yosuwalenon
Yg kocaknye mknan kaya gitu katanye bisa ningkatkan IQ jd 100...😂😂😂eh dh  jln 1 thn iq jeblok di bawah 75...berhentilah bodohin rakyat... Cari usaha jgn yg nyatut nyatutlah... Haram... 😂😂😂,0,2 months ago,@AlifahFaturahmah
"Stunting gizi itu Muali Dari pembentukan janin jika, orang tua atau induk nya kurang, gizi kompleks seperti protein karbohidrat sehat buah buahan dan sayur dalam waktu 1,000 hari dari pembentukan janin hingga usia 2 tahun, sudah di pastikan anak itu stunting, jadi MBG hanyalah investasi, dari makanan lalu di keluarkan jadi tinja di WC ,",0,2 months ago (edited),@IrfanFanta
Rusak..Rusak..,0,2 months ago,@asfarayyan4749
Lebih baik uang nya kasih orang gc punya Yg tidak mampu pakkk,0,2 months ago,@rozzasakeshi2612
"MBG itu teknik presiden bagi bagi fulus kepada timsenya ,dan partai politik pendukungnya,Dana gila gilaan,tapi harga menunya yg didapat siswa hanya 6000 rupiah,tapi dana yg dikeluarkan pemerintah 15000 rupiah ,apalagi dapur MBG dapat intensif 6juta/hari setiap dapur mbg,",0,2 months ago,@SariYati-m5k
"Dgn akal sehat berpikir,TDK ada sama sekali manfaatnya mbg,justru ada benarnya yg dikatakan ketua BEM UGM,bahwa cari dan buat pilpres periode ke 2 dgn dibungkus omon2 manis,miris liatnya proyek ini,padahal UUD: mencerdaskan kehidupan bangsa justru dana pendidikan yg dipangkas,sengaja agar SDM negara kita TDK maju2 seperti jaman kolonial agar rakyat mudah dibodoh2in dlm proyek 5thnan dgn disiram bansos & uang tunai(pilpres,pilkada),",0,2 months ago,@YopiTumanan-g9y
Untuk circlenya lah 😅,0,2 months ago,@TheFaizu99
"Di negara maju warganya disuruh diet, di negara miskin warganya disuruh makan",0,2 months ago,@kumanmangat
MBG di persiapkan untuk 2029 oleh sebab itu di thn tersebut harus kita menangkan lg agar MBG tetap berjalan 😂😂,0,2 months ago,@ArwanaEmas-l2i
"MBG itu bukan lagi di sebut program tapi proyek, ditempat saya sendiri SPPG itu di kelola polisi ini saja jelas sudah melenceng dari tugas kepolisian",0,2 months ago,@hasan0185
